subid,counter,trialtype,percentage,sizeasked,searchtype,chosetarget,choselure,chosendistractor,targetshape,targetcolor,targetsize,targetword,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,lurepos,chosenname,chosensize,attncheckscore
76,1,6,20,true,samesize,false,false,1,10,red,small,gade,13,18,big,2/20/2020,20:54,32956,43051,4,2,0,stim-images/object13redsmall.jpg,small,"0
"
76,2,3,10,false,differentsizes,true,false,0,5,purple,big,wug,2,24,small,2/20/2020,20:54,15940,22018,4,1,0,stim-images/object5purplebig.jpg,big,"0
"
76,3,2,15,true,contrast,true,false,0,19,blue,big,blicket,16,17,small,2/20/2020,20:56,43691,42408,4,6,5,stim-images/object19bluebig.jpg,big,"0
"
76,4,5,5,false,samesize,true,false,0,23,green,small,sprock,1,8,big,2/20/2020,20:56,21749,14592,4,2,0,stim-images/object23greensmall.jpg,small,"0
"
76,5,4,5,true,differentsizes,true,false,0,9,purple,small,toma,22,15,big,2/20/2020,20:57,11656,13381,4,2,0,stim-images/object9purplesmall.jpg,small,"0
"
76,6,0,5,true,attncheck,true,false,0,9,purple,small,toma,22,15,big,2/20/2020,20:57,11656,13381,4,2,0,stim-images/object9purplesmall.jpg,small,"5
"
118,1,4,74,true,differentsizes,true,false,1,6,blue,big,gade,21,13,small,2/20/2020,20:37,35897,9268,6,1,0,stim-images/object6bluebig.jpg,big,"0
"
118,2,6,52,true,samesize,false,false,1,14,green,small,blicket,1,24,big,2/20/2020,20:37,14698,5894,4,1,0,stim-images/object1greensmall.jpg,small,"0
"
118,3,5,78,false,samesize,false,false,2,19,purple,big,toma,15,17,small,2/20/2020,20:38,12389,6987,4,3,0,stim-images/object17purplebig.jpg,big,"0
"
118,4,3,54,false,differentsizes,true,false,0,2,blue,small,wug,22,7,big,2/20/2020,20:38,13107,4864,6,3,0,stim-images/object2bluesmall.jpg,small,"0
"
118,5,2,43,true,contrast,true,false,0,5,red,small,sprock,12,11,big,2/20/2020,20:38,13391,3902,4,6,5,stim-images/object5redsmall.jpg,small,"0
"
118,6,0,43,true,attncheck,true,false,0,5,red,small,sprock,12,11,big,2/20/2020,20:38,13391,3902,4,6,5,stim-images/object5redsmall.jpg,small,"8
"
184,1,4,50,true,differentsizes,false,false,1,14,blue,big,sprock,12,7,small,2/20/2020,17:37,59501,13104,4,2,0,stim-images/object12bluesmall.jpg,small,"0
"
184,2,3,73,false,differentsizes,false,false,1,19,red,big,wug,10,16,small,2/20/2020,17:37,11243,3765,4,3,0,stim-images/object10redsmall.jpg,small,"0
"
184,3,5,93,false,samesize,false,false,1,20,blue,small,gade,5,21,big,2/20/2020,17:38,11512,3172,6,1,0,stim-images/object5bluesmall.jpg,small,"0
"
184,4,6,61,true,samesize,true,false,0,2,red,small,blicket,3,15,big,2/20/2020,17:38,15395,5605,4,3,0,stim-images/object2redsmall.jpg,small,"0
"
184,5,2,86,true,contrast,true,false,0,23,red,small,toma,11,9,big,2/20/2020,17:38,9093,21206,6,5,4,stim-images/object23redsmall.jpg,small,"0
"
184,6,0,86,true,attncheck,true,false,0,23,red,small,toma,11,9,big,2/20/2020,17:38,9093,21206,6,5,4,stim-images/object23redsmall.jpg,small,"5
"
85,1,3,71,false,differentsizes,false,false,1,11,green,small,gade,23,13,big,2/20/2020,20:39,73779,26162,5,3,0,stim-images/object23greenbig.jpg,big,"0
"
85,2,5,50,false,samesize,true,false,0,16,red,small,wug,1,14,big,2/20/2020,20:40,21782,10886,5,2,0,stim-images/object16redsmall.jpg,small,"0
"
85,3,4,50,true,differentsizes,true,false,0,19,blue,big,blicket,22,20,small,2/20/2020,20:41,35251,11136,5,1,0,stim-images/object19bluebig.jpg,big,"0
"
85,4,2,63,true,contrast,true,false,0,8,green,big,sprock,24,10,small,2/20/2020,20:41,19199,13582,5,6,4,stim-images/object8greenbig.jpg,big,"0
"
85,5,6,33,true,samesize,false,false,1,4,red,big,toma,15,9,small,2/20/2020,20:42,12984,7909,4,3,0,stim-images/object15redbig.jpg,big,"0
"
85,6,0,33,true,attncheck,false,false,1,4,red,big,toma,15,9,small,2/20/2020,20:42,12984,7909,4,3,0,stim-images/object15redbig.jpg,big,"7
"
126,1,3,65,false,differentsizes,true,false,0,9,blue,small,blicket,19,7,big,2/20/2020,20:38,20512,11018,5,1,0,stim-images/object9bluesmall.jpg,small,"0
"
126,2,2,25,true,contrast,true,false,0,10,green,big,wug,16,21,small,2/20/2020,20:38,10630,4774,5,4,6,stim-images/object10greenbig.jpg,big,"0
"
126,3,6,30,true,samesize,false,false,1,6,green,small,sprock,20,11,big,2/20/2020,20:39,8856,6250,4,1,0,stim-images/object20greensmall.jpg,small,"0
"
126,4,5,95,false,samesize,false,false,2,1,red,small,toma,13,2,big,2/20/2020,20:39,16256,6897,4,3,0,stim-images/object2redsmall.jpg,small,"0
"
126,5,4,50,true,differentsizes,true,false,0,4,green,small,gade,5,14,big,2/20/2020,20:39,10694,5362,6,2,0,stim-images/object4greensmall.jpg,small,"0
"
126,6,0,50,true,attncheck,true,false,0,4,green,small,gade,5,14,big,2/20/2020,20:39,10694,5362,6,2,0,stim-images/object4greensmall.jpg,small,"6
"
83,1,6,50,true,samesize,false,false,2,24,red,small,wug,10,15,big,2/20/2020,17:53,18207,10141,5,3,0,stim-images/object15redsmall.jpg,small,"0
"
83,2,2,50,true,contrast,false,true,1,2,purple,small,toma,9,17,big,2/20/2020,17:53,28334,4687,5,6,4,stim-images/object9purplesmall.jpg,small,"0
"
83,3,5,88,false,samesize,false,false,2,21,blue,small,sprock,19,18,big,2/20/2020,17:53,9183,3886,4,3,0,stim-images/object18bluesmall.jpg,small,"0
"
83,4,4,60,true,differentsizes,true,false,0,3,purple,small,gade,14,20,big,2/20/2020,17:54,11328,3487,6,1,0,stim-images/object3purplesmall.jpg,small,"0
"
83,5,3,80,false,differentsizes,false,false,1,11,blue,big,blicket,22,23,small,2/20/2020,17:54,18525,7015,4,1,0,stim-images/object22bluesmall.jpg,small,"0
"
83,6,0,80,false,attncheck,false,false,1,11,blue,big,blicket,22,23,small,2/20/2020,17:54,18525,7015,4,1,0,stim-images/object22bluesmall.jpg,small,"7
"
158,1,5,100,false,samesize,false,false,1,23,blue,big,toma,11,16,small,2/20/2020,21:12,14371,13105,5,3,0,stim-images/object11bluebig.jpg,big,"0
"
158,2,4,34,true,differentsizes,true,false,0,12,blue,small,blicket,22,14,big,2/20/2020,21:12,12963,5293,5,2,0,stim-images/object12bluesmall.jpg,small,"0
"
158,3,6,65,true,samesize,false,false,1,13,red,big,wug,3,1,small,2/20/2020,21:13,13881,3993,5,1,0,stim-images/object3redbig.jpg,big,"0
"
158,4,3,84,false,differentsizes,true,false,0,17,purple,big,gade,9,18,small,2/20/2020,21:13,12054,6907,4,1,0,stim-images/object17purplebig.jpg,big,"0
"
158,5,2,35,true,contrast,false,true,1,2,blue,small,sprock,4,7,big,2/20/2020,21:13,10170,4350,6,5,4,stim-images/object4bluesmall.jpg,small,"0
"
158,6,0,35,true,attncheck,false,true,1,2,blue,small,sprock,4,7,big,2/20/2020,21:13,10170,4350,6,5,4,stim-images/object4bluesmall.jpg,small,"6
"
70,1,3,54,false,differentsizes,true,false,0,1,red,big,wug,5,24,small,2/20/2020,20:13,20310,8337,4,2,0,stim-images/object1redbig.jpg,big,"0
"
70,2,2,55,true,contrast,true,false,0,12,blue,big,gade,4,2,small,2/20/2020,20:13,10832,4781,6,4,5,stim-images/object12bluebig.jpg,big,"0
"
70,3,6,55,true,samesize,false,false,1,16,red,big,blicket,11,19,small,2/20/2020,20:14,11616,5812,4,3,0,stim-images/object11redbig.jpg,big,"0
"
70,4,5,40,false,samesize,true,false,0,6,blue,small,sprock,17,20,big,2/20/2020,20:14,9760,5878,4,2,0,stim-images/object6bluesmall.jpg,small,"0
"
70,5,4,52,true,differentsizes,true,false,0,9,green,big,toma,14,22,small,2/20/2020,20:14,12033,5263,6,3,0,stim-images/object9greenbig.jpg,big,"0
"
70,6,0,52,true,attncheck,true,false,0,9,green,big,toma,14,22,small,2/20/2020,20:14,12033,5263,6,3,0,stim-images/object9greenbig.jpg,big,"5
"
162,1,3,51,false,differentsizes,true,false,0,9,purple,big,toma,23,1,small,2/20/2020,21:35,26559,20370,6,2,0,stim-images/object9purplebig.jpg,big,"0
"
162,2,6,31,true,samesize,false,false,1,5,blue,big,blicket,12,18,small,2/20/2020,21:35,24091,7511,5,1,0,stim-images/object12bluebig.jpg,big,"0
"
162,3,2,30,true,contrast,false,true,1,8,blue,big,wug,2,13,small,2/20/2020,21:36,15384,10237,4,6,5,stim-images/object2bluebig.jpg,big,"0
"
162,4,4,52,true,differentsizes,true,false,0,14,red,big,gade,24,16,small,2/20/2020,21:36,10741,10726,5,3,0,stim-images/object14redbig.jpg,big,"0
"
162,5,5,78,false,samesize,false,false,2,11,red,big,sprock,20,19,small,2/20/2020,21:37,15039,4488,6,2,0,stim-images/object19redbig.jpg,big,"0
"
162,6,0,78,false,attncheck,false,false,2,11,red,big,sprock,20,19,small,2/20/2020,21:37,15039,4488,6,2,0,stim-images/object19redbig.jpg,big,"7
"
110,1,3,100,false,differentsizes,true,false,0,21,purple,small,blicket,23,22,big,2/20/2020,20:40,30702,18076,5,2,0,stim-images/object21purplesmall.jpg,small,"0
"
110,2,2,50,true,contrast,true,false,0,5,green,small,toma,19,1,big,2/20/2020,20:40,16080,15128,5,6,4,stim-images/object5greensmall.jpg,small,"0
"
110,3,5,100,false,samesize,false,false,2,9,red,big,wug,2,17,small,2/20/2020,20:41,14046,12679,6,2,0,stim-images/object17redbig.jpg,big,"0
"
110,4,4,100,true,differentsizes,true,false,0,13,purple,big,gade,15,18,small,2/20/2020,20:41,18511,9647,4,2,0,stim-images/object13purplebig.jpg,big,"0
"
110,5,6,100,true,samesize,false,false,2,3,purple,small,sprock,11,14,big,2/20/2020,20:42,16054,5744,6,1,0,stim-images/object14purplesmall.jpg,small,"0
"
110,6,0,100,true,attncheck,false,false,2,3,purple,small,sprock,11,14,big,2/20/2020,20:42,16054,5744,6,1,0,stim-images/object14purplesmall.jpg,small,"7
"
92,1,6,50,true,samesize,false,false,2,19,red,big,sprock,3,8,small,2/20/2020,19:37,31791,17527,4,3,0,stim-images/object8redbig.jpg,big,"0
"
92,2,2,51,true,contrast,false,true,1,1,purple,small,wug,21,23,big,2/20/2020,19:37,13328,5730,5,4,6,stim-images/object21purplesmall.jpg,small,"0
"
92,3,4,50,true,differentsizes,true,false,0,5,blue,small,blicket,20,14,big,2/20/2020,19:37,9218,2993,5,3,0,stim-images/object5bluesmall.jpg,small,"0
"
92,4,3,51,false,differentsizes,true,false,0,6,red,big,gade,13,12,small,2/20/2020,19:38,15278,6963,5,1,0,stim-images/object6redbig.jpg,big,"0
"
92,5,5,50,false,samesize,false,false,2,11,purple,small,toma,16,15,big,2/20/2020,19:38,12036,4123,5,2,0,stim-images/object15purplesmall.jpg,small,"0
"
92,6,0,50,false,attncheck,false,false,2,11,purple,small,toma,16,15,big,2/20/2020,19:38,12036,4123,5,2,0,stim-images/object15purplesmall.jpg,small,"7
"
44,1,3,50,false,differentsizes,true,false,0,16,blue,big,blicket,4,19,small,2/20/2020,20:49,13976,8108,4,1,0,stim-images/object16bluebig.jpg,big,"0
"
44,2,6,50,true,samesize,true,false,0,17,purple,small,wug,6,7,big,2/20/2020,20:50,10740,4099,6,1,0,stim-images/object17purplesmall.jpg,small,"0
"
44,3,5,50,false,samesize,false,false,2,8,blue,small,sprock,23,12,big,2/20/2020,20:50,9392,7293,6,3,0,stim-images/object12bluesmall.jpg,small,"0
"
44,4,2,50,true,contrast,false,true,1,5,blue,small,toma,22,13,big,2/20/2020,20:50,8655,5152,6,5,4,stim-images/object22bluesmall.jpg,small,"0
"
44,5,4,50,true,differentsizes,true,false,0,18,green,big,gade,3,2,small,2/20/2020,20:51,8930,4262,4,3,0,stim-images/object18greenbig.jpg,big,"0
"
44,6,0,50,true,attncheck,true,false,0,18,green,big,gade,3,2,small,2/20/2020,20:51,8930,4262,4,3,0,stim-images/object18greenbig.jpg,big,"7
"
170,1,6,75,true,samesize,true,false,0,4,red,big,sprock,13,23,small,2/20/2020,19:38,26070,20013,5,1,0,stim-images/object4redbig.jpg,big,"0
"
170,2,2,30,true,contrast,false,true,1,8,purple,small,gade,10,9,big,2/20/2020,19:38,15238,9019,4,5,6,stim-images/object10purplesmall.jpg,small,"0
"
170,3,3,67,false,differentsizes,true,false,0,20,red,small,toma,1,16,big,2/20/2020,19:39,15788,12492,5,1,0,stim-images/object20redsmall.jpg,small,"0
"
170,4,5,77,false,samesize,false,false,2,24,green,small,wug,7,6,big,2/20/2020,19:39,14257,5793,5,2,0,stim-images/object6greensmall.jpg,small,"0
"
170,5,4,32,true,differentsizes,true,false,0,18,blue,small,blicket,3,15,big,2/20/2020,19:39,12081,2767,4,1,0,stim-images/object18bluesmall.jpg,small,"0
"
170,6,0,32,true,attncheck,true,false,0,18,blue,small,blicket,3,15,big,2/20/2020,19:39,12081,2767,4,1,0,stim-images/object18bluesmall.jpg,small,"8
"
39,1,6,49,true,samesize,true,false,0,18,red,small,gade,17,14,big,2/20/2020,17:43,31235,12116,5,3,0,stim-images/object18redsmall.jpg,small,"0
"
39,2,4,64,true,differentsizes,true,false,0,12,purple,big,blicket,1,16,small,2/20/2020,17:44,10240,3328,5,2,0,stim-images/object12purplebig.jpg,big,"0
"
39,3,5,71,false,samesize,false,false,1,2,green,small,wug,23,4,big,2/20/2020,17:44,10458,3561,5,3,0,stim-images/object23greensmall.jpg,small,"0
"
39,4,3,62,false,differentsizes,true,false,1,15,purple,small,sprock,24,6,big,2/20/2020,17:44,27806,8534,4,1,0,stim-images/object15purplesmall.jpg,small,"0
"
39,5,2,65,true,contrast,false,false,1,7,purple,big,toma,19,21,small,2/20/2020,17:45,10346,3507,6,4,5,stim-images/object7purplesmall.jpg,small,"0
"
39,6,0,65,true,attncheck,false,false,1,7,purple,big,toma,19,21,small,2/20/2020,17:45,10346,3507,6,4,5,stim-images/object7purplesmall.jpg,small,"4
"
108,1,3,72,false,differentsizes,false,false,1,2,red,big,gade,16,4,small,2/20/2020,19:52,15851,5720,4,1,0,stim-images/object16redsmall.jpg,small,"0
"
108,2,5,29,false,samesize,true,false,0,10,purple,small,wug,1,3,big,2/20/2020,19:52,9219,3939,6,1,0,stim-images/object10purplesmall.jpg,small,"0
"
108,3,2,45,true,contrast,true,false,0,21,green,small,blicket,15,12,big,2/20/2020,19:52,9351,3588,5,6,4,stim-images/object21greensmall.jpg,small,"0
"
108,4,4,18,true,differentsizes,false,false,1,17,blue,small,sprock,22,8,big,2/20/2020,19:53,10361,2351,6,1,0,stim-images/object22bluebig.jpg,big,"0
"
108,5,6,30,true,samesize,false,false,1,20,red,small,toma,19,11,big,2/20/2020,19:53,16377,9182,4,2,0,stim-images/object19redsmall.jpg,small,"0
"
108,6,0,30,true,attncheck,false,false,1,20,red,small,toma,19,11,big,2/20/2020,19:53,16377,9182,4,2,0,stim-images/object19redsmall.jpg,small,"8
"
129,1,6,2,true,samesize,false,false,1,9,blue,big,blicket,10,11,small,2/20/2020,19:43,42978,16116,5,2,0,stim-images/object10bluebig.jpg,big,"0
"
129,2,5,3,false,samesize,true,false,0,16,red,small,toma,23,20,big,2/20/2020,19:44,11623,12733,4,2,0,stim-images/object16redsmall.jpg,small,"0
"
129,3,4,20,true,differentsizes,false,false,1,5,red,big,sprock,12,17,small,2/20/2020,19:44,21523,5028,4,1,0,stim-images/object12redsmall.jpg,small,"0
"
129,4,3,7,false,differentsizes,false,false,1,8,purple,big,wug,13,21,small,2/20/2020,19:45,16561,7172,5,3,0,stim-images/object13purplesmall.jpg,small,"0
"
129,5,2,3,true,contrast,false,false,1,1,green,big,gade,4,22,small,2/20/2020,19:45,10524,5912,4,5,6,stim-images/object1greensmall.jpg,small,"0
"
129,6,0,3,true,attncheck,false,false,1,1,green,big,gade,4,22,small,2/20/2020,19:45,10524,5912,4,5,6,stim-images/object1greensmall.jpg,small,"6
"
148,1,6,34,true,samesize,false,false,2,1,red,small,toma,9,22,big,2/20/2020,20:21,26631,19502,6,2,0,stim-images/object22redsmall.jpg,small,"0
"
148,2,5,16,false,samesize,true,false,0,19,red,small,sprock,10,24,big,2/20/2020,20:22,34158,17312,5,2,0,stim-images/object19redsmall.jpg,small,"0
"
148,3,4,22,true,differentsizes,true,false,0,13,blue,small,blicket,16,8,big,2/20/2020,20:22,24414,7549,4,2,0,stim-images/object13bluesmall.jpg,small,"0
"
148,4,3,68,false,differentsizes,false,false,1,4,green,small,gade,17,20,big,2/20/2020,20:23,17335,7833,4,3,0,stim-images/object17greenbig.jpg,big,"0
"
148,5,2,13,true,contrast,false,true,1,12,blue,big,wug,3,15,small,2/20/2020,20:24,65216,4877,6,4,5,stim-images/object3bluebig.jpg,big,"0
"
148,6,0,13,true,attncheck,false,true,1,12,blue,big,wug,3,15,small,2/20/2020,20:24,65216,4877,6,4,5,stim-images/object3bluebig.jpg,big,"7
"
106,1,2,35,true,contrast,true,false,0,13,red,small,toma,21,17,big,2/20/2020,19:37,18620,10046,4,5,6,stim-images/object13redsmall.jpg,small,"0
"
106,2,5,51,false,samesize,false,false,2,8,red,small,blicket,24,14,big,2/20/2020,19:38,18996,5561,5,3,0,stim-images/object14redsmall.jpg,small,"0
"
106,3,3,50,false,differentsizes,true,false,0,4,green,small,sprock,7,22,big,2/20/2020,19:38,24933,10552,5,3,0,stim-images/object4greensmall.jpg,small,"0
"
106,4,6,49,true,samesize,true,false,0,5,green,big,gade,16,2,small,2/20/2020,19:39,22949,4078,6,1,0,stim-images/object5greenbig.jpg,big,"0
"
106,5,4,42,true,differentsizes,true,false,0,23,blue,big,wug,15,19,small,2/20/2020,19:39,14711,3754,5,3,0,stim-images/object23bluebig.jpg,big,"0
"
106,6,0,42,true,attncheck,true,false,0,23,blue,big,wug,15,19,small,2/20/2020,19:39,14711,3754,5,3,0,stim-images/object23bluebig.jpg,big,"5
"
121,1,3,50,false,differentsizes,true,false,0,10,purple,small,wug,13,12,big,2/20/2020,19:39,43053,17897,5,1,0,stim-images/object10purplesmall.jpg,small,"0
"
121,2,5,50,false,samesize,false,false,2,22,red,small,sprock,14,8,big,2/20/2020,19:40,16791,22106,4,2,0,stim-images/object8redsmall.jpg,small,"0
"
121,3,2,15,true,contrast,true,false,0,24,purple,small,gade,15,18,big,2/20/2020,19:40,11908,15361,6,4,5,stim-images/object24purplesmall.jpg,small,"0
"
121,4,6,21,true,samesize,true,false,0,19,green,small,toma,23,4,big,2/20/2020,19:41,25481,6023,4,2,0,stim-images/object19greensmall.jpg,small,"0
"
121,5,4,21,true,differentsizes,true,false,0,7,red,small,blicket,5,16,big,2/20/2020,19:41,12047,8099,6,2,0,stim-images/object7redsmall.jpg,small,"0
"
121,6,0,21,true,attncheck,true,false,0,7,red,small,blicket,5,16,big,2/20/2020,19:41,12047,8099,6,2,0,stim-images/object7redsmall.jpg,small,"8
"
33,1,2,19,true,contrast,true,false,0,20,blue,small,gade,15,16,big,2/20/2020,20:36,21162,6600,6,5,4,stim-images/object20bluesmall.jpg,small,"0
"
33,2,4,24,true,differentsizes,true,false,0,8,purple,small,wug,14,10,big,2/20/2020,20:37,13110,4903,6,3,0,stim-images/object8purplesmall.jpg,small,"0
"
33,3,3,15,false,differentsizes,true,false,0,9,red,small,blicket,22,4,big,2/20/2020,20:37,11358,3108,5,1,0,stim-images/object9redsmall.jpg,small,"0
"
33,4,6,10,true,samesize,false,false,1,12,purple,big,sprock,13,23,small,2/20/2020,20:37,17207,2612,6,1,0,stim-images/object13purplebig.jpg,big,"0
"
33,5,5,18,false,samesize,false,false,2,17,red,big,toma,19,2,small,2/20/2020,20:38,15075,4024,6,1,0,stim-images/object2redbig.jpg,big,"0
"
33,6,0,18,false,attncheck,false,false,2,17,red,big,toma,19,2,small,2/20/2020,20:38,15075,4024,6,1,0,stim-images/object2redbig.jpg,big,"6
"
86,1,2,0,true,contrast,false,true,1,13,green,small,toma,14,11,big,2/20/2020,20:39,28452,27877,4,5,6,stim-images/object14greensmall.jpg,small,"0
"
86,2,5,0,false,samesize,false,false,1,21,red,big,sprock,5,2,small,2/20/2020,20:39,28865,11037,6,3,0,stim-images/object5redbig.jpg,big,"0
"
86,3,3,0,false,differentsizes,true,false,0,24,green,big,blicket,17,4,small,2/20/2020,20:40,25038,10828,5,2,0,stim-images/object24greenbig.jpg,big,"0
"
86,4,4,0,true,differentsizes,true,false,0,7,red,small,gade,22,16,big,2/20/2020,20:41,37739,6793,6,2,0,stim-images/object7redsmall.jpg,small,"0
"
86,5,6,0,true,samesize,true,false,0,8,purple,small,wug,6,10,big,2/20/2020,20:41,16632,6017,6,3,0,stim-images/object8purplesmall.jpg,small,"0
"
86,6,0,0,true,attncheck,true,false,0,8,purple,small,wug,6,10,big,2/20/2020,20:41,16632,6017,6,3,0,stim-images/object8purplesmall.jpg,small,"6
"
20,1,6,45,true,samesize,true,false,0,8,red,big,gade,4,1,small,2/20/2020,21:02,23372,14615,4,1,0,stim-images/object8redbig.jpg,big,"0
"
20,2,2,70,true,contrast,false,true,1,17,purple,big,wug,2,21,small,2/20/2020,21:02,13425,15287,4,5,6,stim-images/object2purplebig.jpg,big,"0
"
20,3,4,36,true,differentsizes,true,false,0,18,purple,small,sprock,7,5,big,2/20/2020,21:03,9779,7081,4,2,0,stim-images/object18purplesmall.jpg,small,"0
"
20,4,3,68,false,differentsizes,false,false,1,9,purple,small,blicket,14,6,big,2/20/2020,21:03,11354,8255,5,1,0,stim-images/object14purplebig.jpg,big,"0
"
20,5,5,100,false,samesize,false,false,1,11,red,small,toma,13,23,big,2/20/2020,21:03,22818,5487,4,3,0,stim-images/object13redsmall.jpg,small,"0
"
20,6,0,100,false,attncheck,false,false,1,11,red,small,toma,13,23,big,2/20/2020,21:03,22818,5487,4,3,0,stim-images/object13redsmall.jpg,small,"6
"
90,1,3,49,false,differentsizes,false,false,1,7,purple,small,blicket,5,11,big,2/20/2020,19:37,16352,14135,6,1,0,stim-images/object5purplebig.jpg,big,"0
"
90,2,5,53,false,samesize,false,false,2,22,blue,big,toma,12,9,small,2/20/2020,19:37,12381,6952,5,2,0,stim-images/object9bluebig.jpg,big,"0
"
90,3,6,50,true,samesize,false,false,2,14,green,small,sprock,15,1,big,2/20/2020,19:38,12312,6598,4,3,0,stim-images/object1greensmall.jpg,small,"0
"
90,4,2,51,true,contrast,true,false,0,21,red,small,gade,6,8,big,2/20/2020,19:38,10025,4745,6,5,4,stim-images/object21redsmall.jpg,small,"0
"
90,5,4,50,true,differentsizes,true,false,0,24,red,big,wug,20,16,small,2/20/2020,19:38,12843,4154,6,1,0,stim-images/object24redbig.jpg,big,"0
"
90,6,0,50,true,attncheck,true,false,0,24,red,big,wug,20,16,small,2/20/2020,19:38,12843,4154,6,1,0,stim-images/object24redbig.jpg,big,"7
"
182,1,5,40,false,samesize,false,false,1,23,blue,big,toma,24,9,small,2/20/2020,20:37,14185,14927,6,2,0,stim-images/object24bluebig.jpg,big,"0
"
182,2,4,80,true,differentsizes,true,false,0,19,purple,big,gade,8,1,small,2/20/2020,20:37,10258,7926,5,1,0,stim-images/object19purplebig.jpg,big,"0
"
182,3,6,51,true,samesize,false,false,1,2,green,small,sprock,5,13,big,2/20/2020,20:38,9072,7224,4,1,0,stim-images/object5greensmall.jpg,small,"0
"
182,4,3,21,false,differentsizes,true,false,0,22,blue,small,wug,20,18,big,2/20/2020,20:38,9967,6995,5,2,0,stim-images/object22bluesmall.jpg,small,"0
"
182,5,2,89,true,contrast,true,false,0,14,blue,big,blicket,6,4,small,2/20/2020,20:38,7614,4820,6,4,5,stim-images/object14bluebig.jpg,big,"0
"
182,6,0,89,true,attncheck,true,false,0,14,blue,big,blicket,6,4,small,2/20/2020,20:38,7614,4820,6,4,5,stim-images/object14bluebig.jpg,big,"6
"
119,1,2,17,true,contrast,false,true,1,13,purple,small,sprock,11,22,big,2/20/2020,18:37,58673,26286,4,5,6,stim-images/object13purplebig.jpg,big,"0
"
119,2,3,18,false,differentsizes,true,false,0,20,purple,small,gade,8,15,big,2/20/2020,18:38,29997,8348,6,3,0,stim-images/object20purplesmall.jpg,small,"0
"
119,3,5,9,false,samesize,true,false,0,18,red,small,wug,2,1,big,2/20/2020,18:38,18086,6151,4,2,0,stim-images/object18redsmall.jpg,small,"0
"
119,4,6,0,true,samesize,true,false,0,7,blue,big,toma,5,16,small,2/20/2020,18:39,18063,16175,5,3,0,stim-images/object7bluebig.jpg,big,"0
"
119,5,4,0,true,differentsizes,true,false,0,23,red,small,blicket,14,19,big,2/20/2020,18:39,17822,4757,6,3,0,stim-images/object23redsmall.jpg,small,"0
"
119,6,0,0,true,attncheck,true,false,0,23,red,small,blicket,14,19,big,2/20/2020,18:39,17822,4757,6,3,0,stim-images/object23redsmall.jpg,small,"7
"
52,1,2,20,true,contrast,true,false,0,3,purple,big,blicket,4,22,small,2/20/2020,19:37,15035,20287,6,5,4,stim-images/object3purplebig.jpg,big,"0
"
52,2,3,30,false,differentsizes,true,false,0,6,red,big,wug,21,19,small,2/20/2020,19:37,14272,17514,4,2,0,stim-images/object6redbig.jpg,big,"0
"
52,3,6,18,true,samesize,false,false,1,23,green,big,sprock,7,10,small,2/20/2020,19:38,20828,7933,6,2,0,stim-images/object7greenbig.jpg,big,"0
"
52,4,5,71,false,samesize,true,false,0,20,red,big,toma,2,17,small,2/20/2020,19:38,18204,7988,5,2,0,stim-images/object20redbig.jpg,big,"0
"
52,5,4,48,true,differentsizes,false,false,1,18,blue,big,gade,11,9,small,2/20/2020,19:39,22365,7903,6,2,0,stim-images/object11bluesmall.jpg,small,"0
"
52,6,0,48,true,attncheck,false,false,1,18,blue,big,gade,11,9,small,2/20/2020,19:39,22365,7903,6,2,0,stim-images/object11bluesmall.jpg,small,"5
"
48,1,3,75,false,differentsizes,true,false,0,9,blue,small,sprock,1,22,big,2/20/2020,19:39,29684,24643,6,1,0,stim-images/object9bluesmall.jpg,small,"0
"
48,2,6,50,true,samesize,true,false,0,12,blue,big,gade,4,10,small,2/20/2020,19:40,38501,15344,5,2,0,stim-images/object12bluebig.jpg,big,"0
"
48,3,4,50,true,differentsizes,true,false,0,20,purple,small,wug,18,14,big,2/20/2020,19:40,16818,5931,6,3,0,stim-images/object20purplesmall.jpg,small,"0
"
48,4,5,50,false,samesize,false,false,2,8,green,big,toma,23,16,small,2/20/2020,19:41,24196,12360,6,1,0,stim-images/object16greenbig.jpg,big,"0
"
48,5,2,50,true,contrast,true,false,0,5,green,big,blicket,24,13,small,2/20/2020,19:41,20627,7018,4,5,6,stim-images/object5greenbig.jpg,big,"0
"
48,6,0,50,true,attncheck,true,false,0,5,green,big,blicket,24,13,small,2/20/2020,19:41,20627,7018,4,5,6,stim-images/object5greenbig.jpg,big,"5
"
141,1,4,6,true,differentsizes,true,false,0,13,red,big,toma,24,18,small,2/20/2020,20:53,25278,9532,5,2,0,stim-images/object13redbig.jpg,big,"0
"
141,2,5,45,false,samesize,false,false,2,12,green,big,sprock,3,23,small,2/20/2020,20:54,11878,7953,4,1,0,stim-images/object23greenbig.jpg,big,"0
"
141,3,2,28,true,contrast,false,true,1,14,blue,small,blicket,15,8,big,2/20/2020,20:54,12845,6614,4,5,6,stim-images/object15bluesmall.jpg,small,"0
"
141,4,6,82,true,samesize,false,false,1,16,purple,big,wug,6,20,small,2/20/2020,20:54,11496,8397,4,2,0,stim-images/object6purplebig.jpg,big,"0
"
141,5,3,25,false,differentsizes,false,false,1,7,red,big,gade,1,4,small,2/20/2020,20:55,17349,6898,6,2,0,stim-images/object1redsmall.jpg,small,"0
"
